,Area,Element,Item,Year,Unit,Value,min_temp,median_temp,max_temp,min_precip,med_precip,max_precip,min_soil_tmp,med_soil_tmp,max_soil_tmp,min_soil_moist,med_soil_moist,max_soil_moist,,
218,United Kingdom of Great Britain and Northern Ireland,Yield,"Other beans, green",2019,100 g/ha,60591,39.29369048,49.17494048,64.2789881,0.001178571,0.004046131,0.006844345,39.12610119,49.88583334,65.5414881,0.249246726,0.352437798,0.411412798,,
219,United Kingdom of Great Britain and Northern Ireland,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2019,100 g/ha,47401,39.29369048,49.17494048,64.2789881,0.001178571,0.004046131,0.006844345,39.12610119,49.88583334,65.5414881,0.249246726,0.352437798,0.411412798,,
220,United Kingdom of Great Britain and Northern Ireland,Yield,Other pulses n.e.c.,2019,100 g/ha,28286,39.29369048,49.17494048,64.2789881,0.001178571,0.004046131,0.006844345,39.12610119,49.88583334,65.5414881,0.249246726,0.352437798,0.411412798,,
221,United Kingdom of Great Britain and Northern Ireland,Yield,"Other vegetables, fresh n.e.c.",2019,100 g/ha,245085,39.29369048,49.17494048,64.2789881,0.001178571,0.004046131,0.006844345,39.12610119,49.88583334,65.5414881,0.249246726,0.352437798,0.411412798,,
222,United Kingdom of Great Britain and Northern Ireland,Yield,Pears,2019,100 g/ha,180898,39.29369048,49.17494048,64.2789881,0.001178571,0.004046131,0.006844345,39.12610119,49.88583334,65.5414881,0.249246726,0.352437798,0.411412798,,
223,United Kingdom of Great Britain and Northern Ireland,Yield,"Peas, dry",2019,100 g/ha,39000,39.29369048,49.17494048,64.2789881,0.001178571,0.004046131,0.006844345,39.12610119,49.88583334,65.5414881,0.249246726,0.352437798,0.411412798,,
224,United Kingdom of Great Britain and Northern Ireland,Yield,"Peas, green",2019,100 g/ha,41346,39.29369048,49.17494048,64.2789881,0.001178571,0.004046131,0.006844345,39.12610119,49.88583334,65.5414881,0.249246726,0.352437798,0.411412798,,
225,United Kingdom of Great Britain and Northern Ireland,Yield,Plums and sloes,2019,100 g/ha,126000,39.29369048,49.17494048,64.2789881,0.001178571,0.004046131,0.006844345,39.12610119,49.88583334,65.5414881,0.249246726,0.352437798,0.411412798,,
226,United Kingdom of Great Britain and Northern Ireland,Yield,Potatoes,2019,100 g/ha,368542,39.29369048,49.17494048,64.2789881,0.001178571,0.004046131,0.006844345,39.12610119,49.88583334,65.5414881,0.249246726,0.352437798,0.411412798,,
227,United Kingdom of Great Britain and Northern Ireland,Yield,Rape or colza seed,2019,100 g/ha,33057,39.29369048,49.17494048,64.2789881,0.001178571,0.004046131,0.006844345,39.12610119,49.88583334,65.5414881,0.249246726,0.352437798,0.411412798,,
228,United Kingdom of Great Britain and Northern Ireland,Yield,Raspberries,2019,100 g/ha,121713,39.29369048,49.17494048,64.2789881,0.001178571,0.004046131,0.006844345,39.12610119,49.88583334,65.5414881,0.249246726,0.352437798,0.411412798,,
229,United Kingdom of Great Britain and Northern Ireland,Yield,Rye,2019,100 g/ha,23814,39.29369048,49.17494048,64.2789881,0.001178571,0.004046131,0.006844345,39.12610119,49.88583334,65.5414881,0.249246726,0.352437798,0.411412798,,
230,United Kingdom of Great Britain and Northern Ireland,Yield,Strawberries,2019,100 g/ha,300637,39.29369048,49.17494048,64.2789881,0.001178571,0.004046131,0.006844345,39.12610119,49.88583334,65.5414881,0.249246726,0.352437798,0.411412798,,
231,United Kingdom of Great Britain and Northern Ireland,Yield,Sugar beet,2019,100 g/ha,718796,39.29369048,49.17494048,64.2789881,0.001178571,0.004046131,0.006844345,39.12610119,49.88583334,65.5414881,0.249246726,0.352437798,0.411412798,,
232,United Kingdom of Great Britain and Northern Ireland,Yield,Tomatoes,2019,100 g/ha,3538435,39.29369048,49.17494048,64.2789881,0.001178571,0.004046131,0.006844345,39.12610119,49.88583334,65.5414881,0.249246726,0.352437798,0.411412798,,
233,United Kingdom of Great Britain and Northern Ireland,Yield,Triticale,2019,100 g/ha,44716,39.29369048,49.17494048,64.2789881,0.001178571,0.004046131,0.006844345,39.12610119,49.88583334,65.5414881,0.249246726,0.352437798,0.411412798,,
234,United Kingdom of Great Britain and Northern Ireland,Yield,Wheat,2019,100 g/ha,89345,39.29369048,49.17494048,64.2789881,0.001178571,0.004046131,0.006844345,39.12610119,49.88583334,65.5414881,0.249246726,0.352437798,0.411412798,,
235,United States of America,Yield,"Almonds, in shell",2019,100 g/ha,40064,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
236,United States of America,Yield,Apples,2019,100 g/ha,421498,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
237,United States of America,Yield,Apricots,2019,100 g/ha,119948,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
238,United States of America,Yield,Artichokes,2019,100 g/ha,162524,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
239,United States of America,Yield,Asparagus,2019,100 g/ha,40823,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
240,United States of America,Yield,Avocados,2019,100 g/ha,57279,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
241,United States of America,Yield,Bananas,2019,100 g/ha,108046,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
242,United States of America,Yield,Barley,2019,100 g/ha,41785,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
243,United States of America,Yield,"Beans, dry",2019,100 g/ha,19768,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
244,United States of America,Yield,Blueberries,2019,100 g/ha,71911,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
245,United States of America,Yield,"Broad beans and horse beans, green",2019,100 g/ha,28288,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
246,United States of America,Yield,Buckwheat,2019,100 g/ha,10541,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
247,United States of America,Yield,Cabbages,2019,100 g/ha,412692,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
248,United States of America,Yield,Cantaloupes and other melons,2019,100 g/ha,267752,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
249,United States of America,Yield,Carrots and turnips,2019,100 g/ha,517620,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
250,United States of America,Yield,Cauliflowers and broccoli,2019,100 g/ha,199022,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
251,United States of America,Yield,Cherries,2019,100 g/ha,92448,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
252,United States of America,Yield,"Chick peas, dry",2019,100 g/ha,15418,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
253,United States of America,Yield,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,100 g/ha,312836,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
254,United States of America,Yield,"Coffee, green",2019,100 g/ha,8309,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
255,United States of America,Yield,"Cow peas, dry",2019,100 g/ha,22252,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
256,United States of America,Yield,Cranberries,2019,100 g/ha,230494,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
257,United States of America,Yield,Cucumbers and gherkins,2019,100 g/ha,164308,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
258,United States of America,Yield,Dates,2019,100 g/ha,89377,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
259,United States of America,Yield,Eggplants (aubergines),2019,100 g/ha,375513,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
260,United States of America,Yield,Figs,2019,100 g/ha,112985,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
261,United States of America,Yield,"Ginger, raw",2019,100 g/ha,346407,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
262,United States of America,Yield,Grapes,2019,100 g/ha,166893,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
263,United States of America,Yield,Green corn (maize),2019,100 g/ha,180639,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
264,United States of America,Yield,Green garlic,2019,100 g/ha,173732,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
265,United States of America,Yield,"Groundnuts, excluding shelled",2019,100 g/ha,44089,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
266,United States of America,Yield,"Hazelnuts, in shell",2019,100 g/ha,20173,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
267,United States of America,Yield,Hop cones,2019,100 g/ha,22212,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
268,United States of America,Yield,Kiwi fruit,2019,100 g/ha,190618,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
269,United States of America,Yield,Lemons and limes,2019,100 g/ha,398967,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
270,United States of America,Yield,"Lentils, dry",2019,100 g/ha,14012,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
271,United States of America,Yield,Lettuce and chicory,2019,100 g/ha,351380,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
272,United States of America,Yield,Linseed,2019,100 g/ha,12432,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
273,United States of America,Yield,Maize (corn),2019,100 g/ha,105104,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
274,United States of America,Yield,"Mangoes, guavas and mangosteens",2019,100 g/ha,206648,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
275,United States of America,Yield,Millet,2019,100 g/ha,20016,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
276,United States of America,Yield,Mustard seed,2019,100 g/ha,7919,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
277,United States of America,Yield,Oats,2019,100 g/ha,23070,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
278,United States of America,Yield,Okra,2019,100 g/ha,79711,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
279,United States of America,Yield,Olives,2019,100 g/ha,100099,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
280,United States of America,Yield,"Onions and shallots, dry (excluding dehydrated)",2019,100 g/ha,605402,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
281,United States of America,Yield,Oranges,2019,100 g/ha,238730,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
282,United States of America,Yield,"Other beans, green",2019,100 g/ha,32657,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
283,United States of America,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2019,100 g/ha,80011,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
284,United States of America,Yield,"Other citrus fruit, n.e.c.",2019,100 g/ha,207777,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
285,United States of America,Yield,"Other fruits, n.e.c.",2019,100 g/ha,197147,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
286,United States of America,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2019,100 g/ha,8066,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
287,United States of America,Yield,"Other vegetables, fresh n.e.c.",2019,100 g/ha,627658,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
288,United States of America,Yield,Papayas,2019,100 g/ha,190869,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
289,United States of America,Yield,Peaches and nectarines,2019,100 g/ha,203620,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
290,United States of America,Yield,Pears,2019,100 g/ha,360183,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
291,United States of America,Yield,"Peas, dry",2019,100 g/ha,23809,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
292,United States of America,Yield,"Peas, green",2019,100 g/ha,44078,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
293,United States of America,Yield,Pineapples,2019,100 g/ha,283387,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
294,United States of America,Yield,"Pistachios, in shell",2019,100 g/ha,24428,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
295,United States of America,Yield,Plums and sloes,2019,100 g/ha,139732,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
296,United States of America,Yield,Pomelos and grapefruits,2019,100 g/ha,272431,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
297,United States of America,Yield,Potatoes,2019,100 g/ha,507522,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
298,United States of America,Yield,"Pumpkins, squash and gourds",2019,100 g/ha,219866,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
299,United States of America,Yield,Rape or colza seed,2019,100 g/ha,19985,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
300,United States of America,Yield,Raspberries,2019,100 g/ha,143861,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
301,United States of America,Yield,Rice,2019,100 g/ha,83759,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
302,United States of America,Yield,Rye,2019,100 g/ha,21507,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
303,United States of America,Yield,Safflower seed,2019,100 g/ha,14272,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
304,United States of America,Yield,"Seed cotton, unginned",2019,100 g/ha,27216,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
305,United States of America,Yield,Sorghum,2019,100 g/ha,45845,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
306,United States of America,Yield,Sour cherries,2019,100 g/ha,86484,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
307,United States of America,Yield,Soya beans,2019,100 g/ha,31875,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
308,United States of America,Yield,Spinach,2019,100 g/ha,162232,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
309,United States of America,Yield,Strawberries,2019,100 g/ha,588125,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
310,United States of America,Yield,String beans,2019,100 g/ha,98286,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
311,United States of America,Yield,Sugar beet,2019,100 g/ha,655275,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
312,United States of America,Yield,Sugar cane,2019,100 g/ha,783980,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
313,United States of America,Yield,Sunflower seed,2019,100 g/ha,17490,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
314,United States of America,Yield,Sweet potatoes,2019,100 g/ha,244284,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
315,United States of America,Yield,"Tangerines, mandarins, clementines",2019,100 g/ha,343230,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
316,United States of America,Yield,Taro,2019,100 g/ha,103437,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
317,United States of America,Yield,Tomatoes,2019,100 g/ha,980384,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
318,United States of America,Yield,Unmanufactured tobacco,2019,100 g/ha,23094,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
319,United States of America,Yield,"Walnuts, in shell",2019,100 g/ha,40228,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
320,United States of America,Yield,Watermelons,2019,100 g/ha,407637,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
321,United States of America,Yield,Wheat,2019,100 g/ha,34746,33.76458333,56.92354167,77.648125,0.001468155,0.00488378,0.008193452,38.64797619,58.67596726,79.47139881,0.179964583,0.303340923,0.373547917,,
