Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","159","China","5419","Yield","01371","Almonds, in shell","2018","2018","100 g/ha","33996","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2018","2018","100 g/ha","12591","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01341","Apples","2018","2018","100 g/ha","202371","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","01343","Apricots","2018","2018","100 g/ha","32996","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01379.01","Areca nuts","2018","2018","100 g/ha","24800","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","01216","Artichokes","2018","2018","100 g/ha","67975","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01211","Asparagus","2018","2018","100 g/ha","52558","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01311","Avocados","2018","2018","100 g/ha","83063","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01312","Bananas","2018","2018","100 g/ha","333324","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","0115","Barley","2018","2018","100 g/ha","40020","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01701","Beans, dry","2018","2018","100 g/ha","17529","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01702","Broad beans and horse beans, dry","2018","2018","100 g/ha","20659","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01243","Broad beans and horse beans, green","2018","2018","100 g/ha","132999","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01192","Buckwheat","2018","2018","100 g/ha","8022","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01212","Cabbages","2018","2018","100 g/ha","353089","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01229","Cantaloupes and other melons","2018","2018","100 g/ha","343339","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","01251","Carrots and turnips","2018","2018","100 g/ha","452144","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01372","Cashew nuts, in shell","2018","2018","100 g/ha","11130","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01520.01","Cassava, fresh","2018","2018","100 g/ha","164900","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01447","Castor oil seeds","2018","2018","100 g/ha","16875","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01213","Cauliflowers and broccoli","2018","2018","100 g/ha","198251","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01199.90","Cereals n.e.c.","2018","2018","100 g/ha","25266","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01344.02","Cherries","2018","2018","100 g/ha","41788","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01373","Chestnuts, in shell","2018","2018","100 g/ha","57584","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01703","Chick peas, dry","2018","2018","100 g/ha","53857","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2018","2018","100 g/ha","66317","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2018","2018","100 g/ha","219204","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01655","Cinnamon and cinnamon-tree flowers, raw","2018","2018","100 g/ha","18733","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01656","Cloves (whole stems), raw","2018","2018","100 g/ha","12522","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01460","Coconuts, in shell","2018","2018","100 g/ha","108122","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01610","Coffee, green","2018","2018","100 g/ha","30114","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01706","Cow peas, dry","2018","2018","100 g/ha","10341","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01232","Cucumbers and gherkins","2018","2018","100 g/ha","544712","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01314","Dates","2018","2018","100 g/ha","128118","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2018","2018","100 g/ha","147876","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01233","Eggplants (aubergines)","2018","2018","100 g/ha","441283","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01315","Figs","2018","2018","100 g/ha","52346","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","26190.01","Flax, processed but not spun","2018","2018","100 g/ha","32108","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01657","Ginger, raw","2018","2018","100 g/ha","108784","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01330","Grapes","2018","2018","100 g/ha","189104","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","01290.01","Green corn (maize)","2018","2018","100 g/ha","95379","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01252","Green garlic","2018","2018","100 g/ha","251509","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","0142","Groundnuts, excluding shelled","2018","2018","100 g/ha","37475","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","01374","Hazelnuts, in shell","2018","2018","100 g/ha","19670","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01659","Hop cones","2018","2018","100 g/ha","28154","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01922.01","Jute, raw or retted","2018","2018","100 g/ha","37269","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2018","2018","100 g/ha","58675","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01352","Kiwi fruit","2018","2018","100 g/ha","120831","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","01254","Leeks and other alliaceous vegetables","2018","2018","100 g/ha","253258","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01322","Lemons and limes","2018","2018","100 g/ha","235024","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01704","Lentils, dry","2018","2018","100 g/ha","25311","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01214","Lettuce and chicory","2018","2018","100 g/ha","236454","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01441","Linseed","2018","2018","100 g/ha","13118","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","0112","Maize (corn)","2018","2018","100 g/ha","61042","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","01316","Mangoes, guavas and mangosteens","2018","2018","100 g/ha","93909","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01449.01","Melonseed","2018","2018","100 g/ha","14877","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","0118","Millet","2018","2018","100 g/ha","30087","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01442","Mustard seed","2018","2018","100 g/ha","7964","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01950.01","Natural rubber in primary forms","2018","2018","100 g/ha","11877","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","0117","Oats","2018","2018","100 g/ha","34996","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01491.01","Oil palm fruit","2018","2018","100 g/ha","133098","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01450","Olives","2018","2018","100 g/ha","83063","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","100 g/ha","220455","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01253.01","Onions and shallots, green","2018","2018","100 g/ha","358246","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01323","Oranges","2018","2018","100 g/ha","178628","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01241.90","Other beans, green","2018","2018","100 g/ha","271489","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2018","2018","100 g/ha","110453","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01329","Other citrus fruit, n.e.c.","2018","2018","100 g/ha","316415","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01929.90","Other fibre crops, raw, n.e.c.","2018","2018","100 g/ha","109714","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01359.90","Other fruits, n.e.c.","2018","2018","100 g/ha","34807","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2018","2018","100 g/ha","57129","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01449.90","Other oil seeds, n.e.c.","2018","2018","100 g/ha","13987","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01709.90","Other pulses n.e.c.","2018","2018","100 g/ha","25573","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2018","2018","100 g/ha","33212","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01349.20","Other stone fruits","2018","2018","100 g/ha","86604","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01319","Other tropical fruits, n.e.c.","2018","2018","100 g/ha","38281","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2018","2018","100 g/ha","162194","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01317","Papayas","2018","2018","100 g/ha","627630","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01345","Peaches and nectarines","2018","2018","100 g/ha","180978","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01342.01","Pears","2018","2018","100 g/ha","170726","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","01705","Peas, dry","2018","2018","100 g/ha","15229","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01242","Peas, green","2018","2018","100 g/ha","80265","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01651","Pepper (Piper spp.), raw","2018","2018","100 g/ha","17828","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01359.01","Persimmons","2018","2018","100 g/ha","36568","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","01318","Pineapples","2018","2018","100 g/ha","269233","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","01375","Pistachios, in shell","2018","2018","100 g/ha","29259","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01346","Plums and sloes","2018","2018","100 g/ha","33671","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01321","Pomelos and grapefruits","2018","2018","100 g/ha","490592","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01510","Potatoes","2018","2018","100 g/ha","189722","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01235","Pumpkins, squash and gourds","2018","2018","100 g/ha","185425","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01342.02","Quinces","2018","2018","100 g/ha","34381","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01929.04","Ramie, raw or retted","2018","2018","100 g/ha","18886","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01443","Rape or colza seed","2018","2018","100 g/ha","20275","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","0113","Rice","2018","2018","100 g/ha","70280","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","0116","Rye","2018","2018","100 g/ha","31230","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01446","Safflower seed","2018","2018","100 g/ha","14530","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01921.01","Seed cotton, unginned","2018","2018","100 g/ha","55131","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01444","Sesame seed","2018","2018","100 g/ha","16394","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","01929.05","Sisal, raw","2018","2018","100 g/ha","53022","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","0114","Sorghum","2018","2018","100 g/ha","46956","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","0141","Soya beans","2018","2018","100 g/ha","18978","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","01215","Spinach","2018","2018","100 g/ha","367986","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01354","Strawberries","2018","2018","100 g/ha","253683","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","01241.01","String beans","2018","2018","100 g/ha","117272","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","01801","Sugar beet","2018","2018","100 g/ha","521751","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","01802","Sugar cane","2018","2018","100 g/ha","768347","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","01445","Sunflower seed","2018","2018","100 g/ha","27071","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01530","Sweet potatoes","2018","2018","100 g/ha","223785","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01499.04","Tallowtree seeds","2018","2018","100 g/ha","24631","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01324","Tangerines, mandarins, clementines","2018","2018","100 g/ha","107139","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01550","Taro","2018","2018","100 g/ha","195451","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01620","Tea leaves","2018","2018","100 g/ha","37915","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01234","Tomatoes","2018","2018","100 g/ha","567298","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01191","Triticale","2018","2018","100 g/ha","20169","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01929.02","True hemp, raw or retted","2018","2018","100 g/ha","57220","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","01499.02","Tung nuts","2018","2018","100 g/ha","26530","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01970","Unmanufactured tobacco","2018","2018","100 g/ha","22338","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01658","Vanilla, raw","2018","2018","100 g/ha","1886","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01376","Walnuts, in shell","2018","2018","100 g/ha","37944","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5419","Yield","01221","Watermelons","2018","2018","100 g/ha","404036","A","Official figure",""
"QCL","Crops and livestock products","159","China","5419","Yield","0111","Wheat","2018","2018","100 g/ha","54163","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2018","2018","100 g/ha","9610","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01341","Apples","2018","2018","100 g/ha","77309","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01343","Apricots","2018","2018","100 g/ha","28204","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5419","Yield","01379.01","Areca nuts","2018","2018","100 g/ha","16761","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01312","Bananas","2018","2018","100 g/ha","348507","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","0115","Barley","2018","2018","100 g/ha","26949","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01701","Beans, dry","2018","2018","100 g/ha","4150","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5419","Yield","01212","Cabbages","2018","2018","100 g/ha","226491","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01229","Cantaloupes and other melons","2018","2018","100 g/ha","227963","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01372","Cashew nuts, in shell","2018","2018","100 g/ha","7693","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01520.01","Cassava, fresh","2018","2018","100 g/ha","286127","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01447","Castor oil seeds","2018","2018","100 g/ha","19021","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01213","Cauliflowers and broccoli","2018","2018","100 g/ha","191347","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01344.02","Cherries","2018","2018","100 g/ha","30790","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5419","Yield","01703","Chick peas, dry","2018","2018","100 g/ha","10775","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2018","2018","100 g/ha","28577","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2018","2018","100 g/ha","84493","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5419","Yield","01640","Cocoa beans","2018","2018","100 g/ha","2247","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01460","Coconuts, in shell","2018","2018","100 g/ha","78269","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01610","Coffee, green","2018","2018","100 g/ha","7651","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01232","Cucumbers and gherkins","2018","2018","100 g/ha","65446","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5419","Yield","01233","Eggplants (aubergines)","2018","2018","100 g/ha","175356","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01315","Figs","2018","2018","100 g/ha","25699","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5419","Yield","01657","Ginger, raw","2018","2018","100 g/ha","106788","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2018","2018","100 g/ha","210072","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","2018","2018","100 g/ha","50820","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","0142","Groundnuts, excluding shelled","2018","2018","100 g/ha","18930","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01922.01","Jute, raw or retted","2018","2018","100 g/ha","25175","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2018","2018","100 g/ha","11821","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5419","Yield","01322","Lemons and limes","2018","2018","100 g/ha","110070","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01704","Lentils, dry","2018","2018","100 g/ha","10469","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01214","Lettuce and chicory","2018","2018","100 g/ha","63431","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5419","Yield","01441","Linseed","2018","2018","100 g/ha","5327","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","0112","Maize (corn)","2018","2018","100 g/ha","30653","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01316","Mangoes, guavas and mangosteens","2018","2018","100 g/ha","98797","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","0118","Millet","2018","2018","100 g/ha","12616","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01950.01","Natural rubber in primary forms","2018","2018","100 g/ha","21459","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5419","Yield","01653","Nutmeg, mace, cardamoms, raw","2018","2018","100 g/ha","3981","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01239.01","Okra","2018","2018","100 g/ha","119745","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","100 g/ha","181027","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01323","Oranges","2018","2018","100 g/ha","136493","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01241.90","Other beans, green","2018","2018","100 g/ha","28385","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2018","2018","100 g/ha","70367","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5419","Yield","01329","Other citrus fruit, n.e.c.","2018","2018","100 g/ha","100000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01359.90","Other fruits, n.e.c.","2018","2018","100 g/ha","90874","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01449.90","Other oil seeds, n.e.c.","2018","2018","100 g/ha","3102","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5419","Yield","01709.90","Other pulses n.e.c.","2018","2018","100 g/ha","4420","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5419","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2018","2018","100 g/ha","16316","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","01349.20","Other stone fruits","2018","2018","100 g/ha","38627","E","Estimated value",""
